id,gender,age,spend,location,month
5736,F,41,142.59,Nebraska,mar
5737,F,23,156.71,California,feb
5738,M,20,270.09,California,apr
5739,M,19,100.66,Texas,dec
5740,F,58,117.52,Massachusetts,dec
5741,F,30,33.72,New York,feb
5742,M,88,41.62,Pennsylvania,dec
5743,F,21,35.91,Louisiana,aug
5744,F,22,299.47,New York,jun
5745,M,24,285.86,Indiana,sep
5746,F,97,134.22,Missouri,apr
5747,F,65,268.51,Florida,oct
5748,M,30,205.2,Maryland,mar
5749,F,19,194.57,New York,jul
5750,F,18,20.38,Wisconsin,aug
5751,F,74,296.32,Oklahoma,apr
5752,F,44,150.12,Nebraska,jul
5753,M,22,281.09,Kansas,nov
5754,F,27,155.68,California,nov
5755,M,88,212.85,California,nov
5756,M,45,225.1,Georgia,dec
5757,F,32,30.73,Maryland,nov
5758,M,27,277.57,Colorado,apr
5759,M,28,38.03,Louisiana,jan
5760,M,23,291.25,California,oct
5761,F,81,163.28,Georgia,aug
5762,F,23,121.49,Massachusetts,sep
5763,F,23,190.32,California,aug
5764,F,20,58.34,Ohio,may
5765,F,42,94.26,Kentucky,feb
5766,F,54,16.34,Florida,apr
5767,F,62,288.69,California,oct
5768,M,21,134.21,West Virginia,jan
5769,M,22,90.89,Kansas,sep
5770,F,35,35.36,Maryland,oct
5771,F,50,106.51,California,dec
5772,F,29,174.25,Colorado,dec
5773,F,23,246.85,Indiana,sep
5774,F,22,277.79,Washington,may
5775,M,20,255.49,Maryland,jun
5776,M,68,64.01,Florida,feb
5777,M,24,45.64,Nevada,nov
5778,M,49,37.09,Texas,dec
5779,M,74,111.84,Texas,apr
5780,F,50,225.29,Florida,nov
5781,F,87,166.13,Georgia,apr
5782,F,18,196.64,Rhode Island,nov
5783,F,62,140.09,Illinois,feb
5784,M,27,75.01,Minnesota,sep
5785,M,30,88.21,Pennsylvania,nov
5786,F,27,195.5,Kentucky,nov
5787,F,49,69.08,Virginia,dec
5788,F,19,199.61,Texas,dec
5789,F,23,125.64,Minnesota,dec
5790,F,99,244.16,Washington,nov
5791,F,46,206.51,Georgia,nov
5792,F,19,199.04,Texas,jan
5793,M,22,67.96,Tennessee,dec
5794,F,22,108.64,Illinois,apr
5795,F,43,19.75,Georgia,nov
5796,M,18,11.72,Louisiana,jul
5797,F,40,105.73,California,sep
5798,F,22,292.34,Virginia,sep
5799,F,43,10.87,Ohio,feb
5800,M,81,263.03,Iowa,oct
5801,F,97,264.78,Texas,dec
5802,F,83,47.86,Arizona,aug
5803,F,39,94.03,New York,apr
5804,F,62,161.47,Massachusetts,dec
5805,M,54,260.55,Florida,oct
5806,M,46,162.73,California,oct
5807,F,18,181.19,Illinois,apr
5808,F,26,218.04,Wisconsin,apr
5809,F,94,279.14,Michigan,nov
5810,F,66,261.3,Kentucky,jan
5811,F,93,107.86,Kansas,oct
5812,F,42,96.53,South Carolina,dec
5813,M,22,43.5,South Dakota,oct
5814,M,63,230.76,Illinois,dec
5815,F,74,41.54,Florida,mar
5816,M,87,56.35,Pennsylvania,nov
5817,M,23,219.18,Florida,mar
5818,F,53,107.06,Minnesota,apr
5819,F,23,257.02,Indiana,apr
5820,F,20,267.14,California,dec
5821,F,63,37.66,North Carolina,aug
5822,M,41,181.06,North Carolina,nov
5823,M,21,293.37,North Carolina,oct
5824,F,48,71.63,Georgia,feb
5825,F,93,187.89,North Dakota,feb
5826,F,51,53.25,Florida,apr
5827,F,82,112.19,Mississippi,jan
5828,F,82,149.98,Texas,nov
5829,F,38,261.23,New Jersey,sep
5830,F,32,175.62,New Jersey,jun
5831,M,29,123.21,Texas,nov
5832,F,65,196.45,Arizona,sep
5833,M,20,150.27,Nebraska,nov
5834,F,52,26.85,North Carolina,nov
5835,M,18,50.73,Minnesota,sep
5836,F,22,93.58,North Carolina,oct
5837,F,22,270.0,California,aug
5838,F,21,69.07,Nebraska,sep
5839,M,19,45.33,Massachusetts,oct
5840,F,35,178.96,Maryland,feb
5841,F,21,299.88,Minnesota,feb
5842,M,52,255.52,Virginia,sep
5843,F,24,95.93,Illinois,jan
5844,F,97,41.04,Connecticut,dec
5845,M,31,130.26,Texas,nov
5846,F,22,252.78,Texas,nov
5847,F,41,105.78,Nevada,dec
5848,M,94,66.17,Texas,nov
5849,F,40,212.85,Missouri,nov
5850,F,43,29.08,Arkansas,dec
5851,M,81,90.27,Michigan,dec
5852,F,62,255.86,Texas,nov
5853,F,94,128.06,Maryland,apr
5854,F,25,13.01,West Virginia,nov
5855,F,20,80.56,Maryland,apr
5856,M,21,142.17,California,oct
5857,F,94,172.68,Michigan,sep
5858,F,20,29.9,California,aug
5859,F,20,244.06,Louisiana,may
5860,M,39,113.98,California,oct
5861,M,21,99.01,Mississippi,oct
5862,F,20,212.51,California,dec
5863,F,21,240.81,Missouri,oct
5864,M,21,61.85,Ohio,oct
5865,F,86,49.31,California,jun
5866,F,23,254.2,Michigan,sep
5867,M,80,153.2,Washington,jun
5868,M,22,181.7,Florida,apr
5869,M,24,40.58,Texas,dec
5870,F,78,40.59,Florida,apr
5871,F,94,172.35,Ohio,feb
5872,F,44,113.45,New Jersey,dec
5873,M,34,282.77,New York,mar
5874,M,59,207.61,Colorado,sep
5875,F,46,106.06,California,dec
5876,M,94,128.63,Georgia,jan
5877,F,54,223.5,Utah,jan
5878,F,74,80.77,New York,jun
5879,F,53,150.5,Illinois,feb
5880,F,23,7.83,California,jul
5881,M,20,38.66,Tennessee,sep
5882,M,79,182.12,Florida,nov
5883,F,23,128.67,Illinois,dec
5884,M,77,36.2,California,may
5885,F,36,83.37,Michigan,dec
5886,M,94,40.27,California,dec
5887,F,24,24.99,New Jersey,dec
5888,F,53,68.65,Alabama,sep
5889,F,58,108.84,Florida,dec
5890,M,24,54.61,California,nov
5891,F,86,214.72,Connecticut,dec
5892,F,20,247.19,California,nov
5893,F,44,14.02,Kansas,nov
5894,M,18,212.68,Florida,nov
5895,F,18,24.44,Pennsylvania,mar
5896,M,91,285.81,North Carolina,nov
5897,F,18,172.64,Pennsylvania,oct
5898,F,66,95.85,Florida,apr
5899,F,35,82.57,North Carolina,oct
5900,F,53,73.27,Massachusetts,dec
5901,M,23,141.6,Texas,nov
5902,F,63,30.36,New York,dec
5903,F,43,99.11,Arizona,apr
5904,F,52,86.26,Virginia,apr
5905,M,95,182.78,Missouri,apr
5906,M,46,223.85,New York,nov
5907,M,20,266.51,South Carolina,apr
5908,F,98,37.22,Washington,jul
5909,M,34,265.14,Texas,feb
5910,M,42,272.54,Oklahoma,aug
5911,F,34,297.16,Oregon,sep
5912,F,93,6.31,Florida,feb
5913,F,51,169.74,Michigan,oct
5914,F,37,230.08,Tennessee,apr
5915,F,28,20.31,California,feb
5916,F,82,201.19,Maryland,oct
5917,M,98,296.36,Virginia,aug
5918,F,23,44.7,Ohio,mar
5919,F,22,244.15,Louisiana,apr
5920,M,43,237.95,Montana,nov
5921,F,91,155.46,Pennsylvania,may
5922,M,22,159.02,Texas,nov
5923,F,18,185.15,California,nov
5924,F,31,260.97,Pennsylvania,oct
5925,F,24,27.98,Florida,mar
5926,M,46,174.82,Idaho,apr
5927,F,64,45.61,Georgia,sep
5928,F,76,262.1,California,apr
5929,F,71,248.91,California,sep
5930,M,79,9.91,Wisconsin,aug
5931,M,18,147.08,California,aug
5932,F,18,202.02,Ohio,oct
5933,F,67,284.81,Illinois,jul
5934,F,58,242.52,Ohio,jul
5935,F,18,266.78,Texas,may
5936,F,23,183.17,California,nov
5937,F,18,223.99,Connecticut,aug
5938,M,19,270.16,Ohio,may
5939,M,21,34.98,Florida,feb
5940,M,24,237.2,Pennsylvania,nov
5941,F,20,271.3,Pennsylvania,apr
5942,F,77,255.06,Pennsylvania,sep
5943,F,47,30.26,North Carolina,sep
5944,M,73,122.69,South Dakota,mar
5945,M,18,254.37,Wyoming,dec
5946,F,22,215.87,Texas,apr
5947,M,35,239.37,Oklahoma,jun
5948,F,33,88.96,Washington,mar
5949,F,22,150.99,Texas,feb
5950,M,42,172.2,Texas,dec
5951,F,24,296.61,Minnesota,dec
5952,F,27,210.34,California,sep
5953,F,76,107.65,California,dec
5954,F,23,76.12,California,aug
5955,F,31,107.92,Texas,apr
5956,M,21,72.16,California,feb
5957,F,79,44.18,Indiana,aug
5958,F,26,94.28,North Carolina,apr
5959,M,24,107.77,Massachusetts,jun
5960,M,20,143.41,Minnesota,dec
5961,F,18,214.97,Ohio,nov
5962,M,19,47.41,Florida,nov
5963,F,33,124.19,Texas,apr
5964,F,23,193.32,Kansas,oct
5965,F,21,246.97,Indiana,aug
5966,F,23,49.39,Pennsylvania,dec
5967,F,20,142.89,Michigan,nov
5968,F,23,175.29,Arizona,apr
5969,F,54,234.23,New Jersey,apr
5970,M,18,238.57,Kentucky,nov
5971,F,54,38.85,New York,dec
5972,M,42,271.76,Illinois,apr
5973,F,21,273.4,New York,oct
5974,F,26,236.69,New York,oct
5975,F,58,68.36,Indiana,apr
5976,F,20,295.5,Texas,feb
5977,F,40,72.18,Texas,apr
5978,F,47,127.65,Missouri,dec
5979,F,55,153.29,Indiana,apr
5980,F,45,93.97,Michigan,oct
5981,F,19,241.96,Texas,nov
5982,F,21,59.6,North Carolina,nov
5983,F,25,92.01,Illinois,dec
5984,F,37,62.23,Ohio,nov
5985,F,20,289.93,Arizona,sep
5986,F,18,180.5,Colorado,oct
5987,F,18,231.58,Texas,sep
5988,F,54,218.49,Virginia,may
5989,M,23,66.75,Arizona,apr
5990,M,20,15.41,Maine,dec
5991,F,63,263.06,Arizona,oct
5992,M,37,23.73,Alabama,nov
5993,M,23,279.67,North Carolina,nov
5994,F,86,212.49,Pennsylvania,nov
5995,F,80,25.36,Oklahoma,aug
5996,F,75,184.06,Florida,dec
5997,F,52,26.96,New Mexico,sep
5998,F,47,12.56,Virginia,nov
5999,M,23,263.15,Ohio,oct
6000,F,60,276.54,Virginia,jan
6001,M,45,125.78,California,dec
6002,F,20,198.95,Missouri,oct
6003,F,81,78.24,Maryland,dec
6004,M,58,256.18,Indiana,may
6005,F,99,129.82,California,nov
6006,F,87,266.27,Virginia,sep
6007,M,33,289.25,Georgia,oct
6008,M,67,241.71,New York,feb
6009,F,30,221.83,California,aug
6010,M,47,226.05,Texas,mar
6011,M,21,132.78,Tennessee,dec
6012,F,79,290.71,North Carolina,apr
6013,F,21,56.57,Nevada,dec
6014,M,20,196.38,Georgia,dec
6015,F,50,105.1,New Jersey,apr
6016,F,87,21.99,Oregon,jan
6017,M,19,138.76,Texas,mar
6018,F,21,41.2,California,nov
6019,F,24,127.85,Texas,feb
6020,F,19,33.82,Iowa,aug
6021,F,58,16.74,Vermont,sep
6022,F,99,274.53,Nevada,nov
6023,F,59,79.16,California,jun
6024,M,71,184.07,Virginia,dec
6025,F,55,283.79,California,oct
6026,F,21,160.83,Ohio,sep
6027,F,87,261.0,Virginia,dec
6028,F,24,7.74,Texas,apr
6029,F,20,231.7,Florida,jul
6030,M,37,62.34,South Carolina,nov
6031,F,27,186.36,Texas,nov
6032,M,95,28.44,Pennsylvania,apr
6033,F,20,244.53,Ohio,dec
6034,F,61,124.68,Alabama,dec
6035,F,22,210.46,Illinois,nov
6036,F,22,269.63,California,sep
6037,F,69,286.54,Colorado,nov
6038,F,30,32.75,Connecticut,oct
6039,M,23,113.97,Kentucky,feb
6040,M,35,211.02,Arizona,aug
6041,F,37,92.13,California,apr
6042,F,24,207.18,Iowa,sep
6043,F,94,196.63,New Jersey,nov
6044,M,24,81.76,Oregon,apr
6045,M,87,56.87,Washington,may
6046,M,19,234.27,Delaware,aug
6047,F,71,40.48,North Carolina,jun
6048,F,85,101.16,Mississippi,apr
6049,M,48,277.13,Washington,oct
6050,F,94,73.8,California,may
6051,F,93,56.23,South Carolina,jan
6052,M,30,217.11,Illinois,dec
6053,F,52,59.19,Georgia,jul
6054,M,37,12.36,Michigan,dec
6055,F,37,119.32,New York,aug
6056,F,46,253.9,Colorado,sep
6057,F,83,273.71,Pennsylvania,aug
6058,M,90,176.63,Montana,dec
6059,F,47,94.38,California,dec
6060,F,28,70.38,California,nov
6061,M,18,108.99,North Carolina,aug
6062,M,25,292.77,New York,oct
6063,F,19,171.82,Indiana,apr
6064,F,29,82.03,Arizona,apr
6065,F,99,281.57,Virginia,jun
6066,F,22,8.59,Georgia,nov
6067,F,22,119.36,California,oct
6068,F,24,240.89,South Carolina,apr
6069,F,70,175.72,Oklahoma,may
6070,M,22,251.52,Texas,oct
6071,M,73,195.2,South Carolina,apr
6072,M,35,84.04,Pennsylvania,nov
6073,F,24,147.66,Illinois,jun
6074,M,18,126.68,California,jul
6075,F,83,179.88,Virginia,nov
6076,F,41,230.42,California,sep
6077,M,21,201.78,California,nov
6078,F,21,266.45,Illinois,oct
6079,M,20,293.79,Virginia,sep
6080,M,83,27.86,Pennsylvania,aug
6081,F,24,271.3,New York,oct
6082,F,22,156.54,Michigan,feb
6083,F,21,37.74,Kentucky,jul
6084,F,86,86.18,California,jul
6085,M,25,33.91,Pennsylvania,feb
6086,M,36,251.98,Texas,aug
6087,F,24,89.49,Florida,dec
6088,F,18,58.14,Virginia,oct
6089,F,21,269.13,Iowa,dec
6090,F,18,203.29,California,nov
6091,F,95,172.31,Virginia,feb
6092,M,27,190.73,New York,sep
6093,F,73,20.57,Florida,sep
6094,F,75,171.97,North Carolina,mar
6095,F,53,172.16,Virginia,nov
6096,F,43,225.27,North Carolina,nov
6097,M,23,118.64,New Jersey,nov
6098,F,40,292.28,Minnesota,sep
6099,F,20,250.75,Tennessee,apr
6100,F,99,23.66,Florida,nov
6101,M,89,69.28,North Carolina,dec
6102,M,41,48.87,Illinois,mar
6103,F,72,10.8,Ohio,jan
6104,F,18,284.42,Arkansas,dec
6105,F,51,260.89,Iowa,nov
6106,M,39,106.55,Texas,aug
6107,F,28,157.07,Kentucky,apr
6108,F,24,204.7,Missouri,apr
6109,M,70,159.8,Florida,apr
6110,F,90,68.29,North Carolina,nov
6111,M,63,148.72,Nevada,feb
6112,F,47,106.37,Oklahoma,nov
6113,F,22,13.08,Kentucky,oct
6114,F,28,283.58,California,sep
6115,F,36,75.53,Texas,dec
6116,F,44,163.69,Connecticut,apr
6117,F,27,28.9,Texas,dec
6118,F,22,93.03,Connecticut,feb
6119,F,48,112.66,Arkansas,nov
6120,F,32,110.8,Massachusetts,jun
6121,F,42,244.4,Indiana,nov
6122,F,38,259.31,Tennessee,apr
6123,F,45,190.64,South Carolina,jul
6124,F,49,87.51,South Carolina,sep
6125,F,20,211.42,Texas,nov
6126,F,47,278.85,Missouri,jun
6127,M,25,110.53,New York,apr
6128,M,21,184.71,Ohio,aug
6129,M,20,250.51,Georgia,sep
6130,F,18,71.26,Iowa,jul
6131,M,30,116.84,Texas,feb
6132,F,99,166.8,Texas,oct
6133,F,77,112.16,Massachusetts,dec
6134,F,21,247.95,Texas,apr
6135,F,22,88.22,Virginia,dec
6136,F,18,239.51,Colorado,dec
6137,F,24,213.21,New York,jul
6138,M,92,160.83,Arizona,apr
6139,F,29,120.28,Illinois,apr
6140,F,73,295.92,Pennsylvania,may
6141,F,38,46.94,Montana,dec
6142,M,24,228.09,Maine,oct
6143,F,22,132.23,Missouri,sep
6144,F,44,111.03,Virginia,oct
6145,M,32,267.36,California,nov
6146,F,18,203.34,Texas,sep
6147,F,29,147.3,New Jersey,dec
6148,M,24,13.64,Florida,nov
6149,F,73,170.69,Wisconsin,jun
6150,F,86,130.59,Texas,dec
6151,F,22,150.58,California,mar
6152,F,48,99.64,Michigan,aug
6153,M,21,136.59,Illinois,dec
6154,F,85,222.07,Virginia,nov
6155,F,43,32.87,Nebraska,aug
6156,F,22,200.35,California,oct
6157,F,18,218.29,New York,apr
6158,M,51,43.12,Virginia,apr
6159,F,21,80.63,Louisiana,aug
6160,F,19,118.8,Indiana,oct
6161,F,23,240.4,Texas,dec
6162,F,79,211.56,Florida,nov
6163,M,21,179.12,North Carolina,dec
6164,F,22,29.82,Washington,nov
6165,M,19,78.17,Michigan,nov
6166,M,55,70.67,Florida,dec
6167,F,53,211.62,Ohio,nov
6168,F,22,97.56,California,mar
6169,M,28,137.08,Pennsylvania,jul
6170,F,32,128.13,New York,jan
6171,F,36,200.76,Florida,sep
6172,F,44,45.31,New Jersey,nov
6173,M,50,76.23,Oklahoma,apr
6174,F,93,180.06,Louisiana,nov
6175,F,28,233.94,Oregon,jan
6176,F,37,139.68,New Hampshire,dec
6177,M,42,102.84,Washington,oct
6178,F,99,264.27,New York,feb
6179,F,64,172.59,Illinois,apr
6180,F,51,207.96,Florida,apr
6181,F,43,101.88,Indiana,oct
6182,M,44,293.47,Indiana,dec
6183,F,19,100.59,Illinois,dec
6184,F,26,166.65,Louisiana,dec
6185,M,19,298.38,Ohio,feb
6186,F,41,60.87,New York,dec
6187,M,23,139.0,Maryland,apr
6188,F,34,33.29,Georgia,nov
6189,F,41,25.52,Pennsylvania,aug
6190,F,22,296.3,Georgia,apr
6191,F,21,144.41,California,jun
6192,F,59,102.56,Massachusetts,apr
6193,M,64,75.1,Florida,oct
6194,M,54,42.88,Pennsylvania,apr
6195,F,54,149.01,Texas,apr
6196,M,34,249.45,New Jersey,feb
6197,F,46,33.22,New York,nov
6198,M,47,40.12,Florida,apr
6199,F,47,252.58,Texas,aug
6200,F,74,259.87,Florida,feb
6201,F,31,212.09,Alabama,nov
6202,F,87,153.15,New Mexico,dec
6203,F,84,175.66,Ohio,oct
6204,M,19,275.88,New Jersey,nov
6205,M,20,243.76,Florida,dec
6206,F,41,273.19,Kansas,jul
6207,F,18,104.25,Ohio,nov
6208,F,36,39.96,Indiana,nov
6209,F,21,16.84,Nevada,apr
6210,F,33,39.43,Massachusetts,sep
6211,M,44,106.93,Ohio,apr
6212,M,42,188.19,New York,jan
6213,F,42,238.97,California,sep
6214,F,51,25.48,Kansas,nov
6215,F,47,15.45,Maine,sep
6216,M,84,139.77,Wisconsin,aug
6217,F,22,159.13,California,dec
6218,F,19,128.2,California,dec
6219,F,83,270.18,Minnesota,sep
6220,F,42,255.79,Illinois,apr
6221,M,20,291.96,Georgia,apr
6222,F,19,276.49,New York,jul
6223,F,54,18.76,Kansas,dec
6224,F,30,118.52,California,nov
6225,M,21,70.14,New Mexico,apr
6226,F,62,125.25,New Jersey,nov
6227,M,23,134.05,Louisiana,dec
6228,M,21,281.26,Arizona,nov
6229,F,24,33.22,Michigan,nov
6230,F,25,234.81,Florida,apr
6231,F,18,27.37,Pennsylvania,dec
6232,F,52,219.09,Pennsylvania,dec
6233,M,33,96.23,Washington,aug
6234,F,20,13.25,Georgia,nov
6235,F,19,188.16,Louisiana,jul
6236,F,58,246.78,Oregon,nov
6237,F,23,278.88,Texas,dec
6238,F,24,55.25,New York,apr
6239,F,31,291.75,Florida,jun
6240,M,29,133.55,California,apr
6241,F,22,225.29,West Virginia,oct
6242,F,93,81.57,California,sep
6243,F,88,72.9,California,dec
6244,F,22,278.38,North Carolina,sep
6245,M,53,236.94,Florida,nov
6246,F,76,83.41,Louisiana,oct
6247,F,49,12.36,Virginia,nov
6248,M,20,101.43,Delaware,dec
6249,F,22,257.11,Ohio,dec
6250,M,73,224.63,New Jersey,apr
6251,M,89,157.67,California,aug
6252,F,27,220.97,Rhode Island,jun
6253,F,23,19.76,New York,nov
6254,F,50,46.64,California,jan
6255,F,37,167.89,Maryland,nov
6256,F,53,12.84,Ohio,nov
6257,F,52,169.71,Virginia,jun
6258,M,28,50.87,Arizona,feb
6259,F,23,196.89,New York,sep
6260,F,21,45.75,Texas,nov
6261,M,92,292.73,Wisconsin,apr
6262,F,21,289.04,New Jersey,apr
6263,F,19,111.16,Georgia,sep
6264,M,33,42.29,Nevada,mar
6265,F,94,99.6,Connecticut,dec
6266,F,24,87.44,Alabama,sep
6267,F,24,159.21,South Carolina,nov
6268,M,95,150.67,Texas,nov
6269,M,42,193.81,New Mexico,sep
6270,F,39,211.85,Illinois,dec
6271,F,22,293.98,Ohio,nov
6272,F,19,89.25,New York,nov
6273,F,41,116.88,California,dec
6274,M,93,77.42,Illinois,apr
6275,F,98,144.73,Texas,apr
6276,F,38,230.76,Texas,feb
6277,F,46,104.91,Maryland,sep
6278,F,32,270.95,Washington,apr
6279,F,39,236.12,Michigan,sep
6280,F,32,156.46,Arizona,nov
6281,F,29,176.43,California,dec
6282,F,39,128.35,New York,feb
6283,M,57,68.78,California,sep
6284,F,27,8.2,Kentucky,oct
6285,M,43,7.1,Pennsylvania,nov
6286,M,22,54.71,New York,mar
6287,M,28,69.02,Texas,oct
6288,F,99,13.4,Virginia,oct
6289,F,37,56.15,Arizona,sep
6290,F,45,56.15,California,oct
6291,F,23,55.16,New York,jun
6292,F,89,212.17,North Carolina,nov
6293,F,20,114.26,Kansas,oct
6294,M,19,73.47,Oklahoma,jan
6295,M,23,229.93,Pennsylvania,nov
6296,F,52,188.9,California,nov
6297,F,23,208.42,Louisiana,dec
6298,F,35,211.96,Minnesota,jan
6299,M,25,133.52,Virginia,jun
6300,F,22,91.9,Georgia,jun
6301,M,41,187.17,New Jersey,mar
6302,F,57,274.44,Oklahoma,nov
6303,M,20,68.59,Indiana,dec
6304,M,19,186.03,Iowa,nov
6305,M,52,163.51,Florida,feb
6306,F,19,268.1,Connecticut,sep
6307,F,24,82.72,Maryland,dec
6308,M,21,247.39,Massachusetts,nov
6309,F,18,81.1,Maine,nov
6310,M,18,64.79,Nevada,nov
6311,F,18,105.26,Texas,sep
6312,M,26,171.35,California,nov
6313,F,23,253.66,New Jersey,oct
6314,F,50,234.5,South Carolina,aug
6315,M,20,250.48,Illinois,feb
6316,F,20,101.3,Pennsylvania,aug
6317,F,21,37.86,Illinois,aug
6318,M,28,206.66,Georgia,sep
6319,M,18,62.93,Maryland,aug
6320,M,35,117.49,Maryland,nov
6321,F,24,147.76,Georgia,dec
6322,M,23,13.36,Minnesota,mar
6323,M,85,112.94,Florida,aug
6324,F,28,239.28,Arizona,sep
6325,F,60,203.08,Texas,mar
6326,F,84,94.24,Tennessee,nov
6327,F,60,239.36,Pennsylvania,dec
6328,F,23,93.96,Pennsylvania,jan
6329,F,41,282.61,Arizona,nov
6330,F,46,24.64,Florida,apr
6331,M,21,119.41,Washington,aug
6332,M,87,167.09,Texas,aug
6333,F,75,272.63,Florida,sep
6334,F,53,152.59,Illinois,nov
6335,M,32,210.97,Florida,oct
6336,F,85,107.92,Kentucky,jul
6337,F,21,282.33,Utah,dec
6338,F,18,215.96,New Hampshire,apr
6339,M,37,54.29,Rhode Island,mar
6340,M,21,180.77,California,apr
6341,F,48,134.66,California,oct
6342,F,89,222.78,Nevada,sep
6343,M,50,69.64,Arizona,apr
6344,F,45,268.81,Florida,nov
6345,F,73,108.71,Florida,sep
6346,F,47,55.67,Missouri,apr
6347,M,24,143.32,Texas,nov
6348,M,21,255.13,North Carolina,oct
6349,F,43,175.86,Pennsylvania,dec
6350,M,30,42.77,Connecticut,dec
6351,F,37,252.17,Utah,apr
6352,F,24,68.83,Florida,jun
6353,F,76,273.42,Louisiana,nov
6354,F,26,197.72,Oklahoma,apr
6355,M,18,226.14,Virginia,dec
6356,M,39,46.06,Tennessee,apr
6357,F,60,255.09,Alabama,nov
6358,M,35,262.4,Florida,feb
6359,M,36,262.52,Texas,apr
6360,F,22,252.27,North Carolina,apr
6361,F,77,273.1,Pennsylvania,nov
6362,F,95,90.76,Connecticut,nov
6363,F,95,167.41,Wisconsin,dec
6364,F,23,259.09,Washington,dec
6365,M,54,150.17,Maryland,mar
6366,F,94,129.43,Florida,dec
6367,M,83,208.87,Michigan,mar
6368,F,18,102.43,Florida,oct
6369,F,99,181.04,New Mexico,dec
6370,F,18,137.65,New York,jan
6371,F,19,119.81,North Carolina,dec
6372,F,96,45.88,Washington,aug
6373,F,21,274.66,California,apr
6374,M,19,244.75,Tennessee,nov
6375,M,38,117.57,North Carolina,dec
6376,F,39,237.85,Kansas,nov
6377,F,74,250.47,Colorado,nov
6378,F,20,217.71,Pennsylvania,apr
6379,F,55,16.28,New York,nov
6380,F,41,255.46,California,mar
6381,F,39,62.32,California,dec
6382,F,22,219.65,Maryland,apr
6383,M,21,98.29,Texas,nov
6384,F,24,83.35,California,oct
6385,M,35,160.09,Arizona,dec
6386,F,41,10.44,California,apr
6387,M,23,66.94,California,may
6388,M,34,297.3,Louisiana,apr
6389,M,50,79.12,Florida,dec
6390,F,40,81.19,Georgia,jun
6391,F,20,35.28,Illinois,nov
6392,F,27,111.23,California,nov
6393,F,52,290.16,California,nov
6394,F,51,135.11,Minnesota,jul
6395,F,24,191.89,Massachusetts,jun
6396,M,19,22.82,Georgia,oct
6397,F,79,72.59,Georgia,dec
6398,F,19,133.9,Alabama,aug
6399,F,64,224.65,Illinois,nov
6400,F,54,206.1,Wisconsin,nov
6401,F,20,260.69,California,apr
6402,F,82,276.88,Texas,nov
6403,F,84,246.56,New Jersey,dec
6404,F,29,58.3,Ohio,may
6405,F,23,57.37,Florida,nov
6406,F,87,48.67,California,oct
6407,F,29,172.25,Florida,nov
6408,F,54,51.26,Ohio,nov
6409,F,99,134.83,New York,dec
6410,F,25,187.65,Florida,dec
6411,F,33,296.2,Texas,dec
6412,F,37,47.42,South Carolina,nov
6413,M,95,81.99,California,apr
6414,F,21,111.77,Montana,oct
6415,M,66,17.06,Idaho,mar
6416,F,41,151.1,Maryland,jan
6417,M,22,145.57,New York,apr
6418,F,20,96.9,Washington,sep
6419,F,42,218.21,New Jersey,mar
6420,F,48,295.16,Oklahoma,oct
6421,M,24,64.26,California,apr
6422,M,86,274.58,Pennsylvania,may
6423,F,26,237.66,New York,sep
6424,F,58,85.02,Colorado,sep
6425,F,31,200.57,Virginia,feb
6426,M,59,129.16,Tennessee,jan
6427,F,45,297.72,Illinois,apr
6428,M,39,20.3,Georgia,dec
6429,F,30,252.29,Illinois,dec
6430,F,37,23.43,New York,jul
6431,F,49,173.35,South Carolina,sep
6432,M,24,112.2,Utah,sep
6433,M,19,118.45,Texas,dec
6434,F,33,190.14,Maryland,oct
6435,F,20,86.15,Rhode Island,nov
6436,M,35,6.79,Texas,nov
6437,F,53,24.97,Georgia,jun
6438,M,64,15.58,Maryland,nov
6439,M,27,172.22,Wisconsin,sep
6440,M,47,197.1,New York,jun
6441,F,52,254.55,Virginia,dec
6442,F,31,247.97,Minnesota,dec
6443,M,21,206.96,Texas,nov
6444,M,75,214.49,California,aug
6445,F,53,92.64,Washington,sep
6446,M,96,247.48,Florida,sep
6447,F,93,32.42,Texas,apr
6448,F,85,79.48,Indiana,apr
6449,F,42,17.82,Florida,oct
